old_product_code,historical_period,total_monthly_sales,market_region
ART-1489-OLI-S,2024-06,1495,North America
ART-1067-NAV-S,2023-11,1344,Asia
ART-1156-NAV-XS,2023-07,3749,Asia
ART-1120-CLA-S,2024-06,4208,North America
ART-1182-NAV-S,2023-11,4664,Asia
ART-1122-NAV-M,2023-07,2191,Asia
ART-1047-OLI-M,2023-06,3185,Europe
ART-1193-OLI-L,2024-01,3946,Asia
ART-1140-OLI-XL,2024-03,3327,North America
ART-1124-OLI-XS,2024-01,3896,North America
ART-1013-NAV-S,2023-07,2919,North America
ART-1452-CLA-M,2024-10,2553,Asia
ART-1204-NAV-XS,2024-08,1413,North America
ART-1270-CLA-XL,2024-07,4535,Europe
ART-1280-OLI-XS,2024-02,1277,North America
ART-1207-CLA-M,2023-11,3960,Europe
ART-1436-OLI-M,2024-05,1268,Asia
ART-1183-OLI-XS,2023-11,2568,Europe
ART-1227-OLI-XL,2024-06,3385,North America
ART-1059-OLI-XL,2024-08,1236,North America
ART-1388-CLA-XS,2023-09,2087,Europe
ART-1389-OLI-XS,2023-08,4935,North America
ART-1449-OLI-S,2024-12,4101,North America
ART-1357-CLA-L,2023-11,3394,Asia
ART-1111-CLA-S,2024-09,4592,Asia
ART-1469-MID-L,2024-11,2727,Asia
ART-1307-CLA-XL,2025-01,1379,North America
ART-1182-NAV-XL,2023-10,2591,North America
ART-1480-OLI-XL,2024-07,4603,North America
ART-1420-MID-XS,2025-02,1623,North America
ART-1480-MID-XS,2024-08,1957,Asia
ART-1098-OLI-S,2023-08,3652,North America
ART-1256-CLA-M,2025-01,2642,Asia
ART-1027-NAV-L,2023-06,3690,Europe
ART-1211-CLA-XL,2024-11,4352,Europe
ART-1080-MID-S,2024-08,3428,Europe
ART-1422-NAV-S,2023-09,3147,Europe
ART-1491-MID-S,2023-07,1737,North America
ART-1402-OLI-L,2024-09,3240,North America
ART-1118-CLA-S,2025-01,1179,Asia
ART-1159-MID-XS,2023-06,4355,Asia
ART-1169-NAV-S,2023-10,2182,Europe
ART-1017-CLA-XL,2024-01,3444,Asia
ART-1259-OLI-XL,2025-02,1672,Europe
ART-1090-OLI-XS,2024-08,2626,Europe
ART-1294-CLA-XL,2023-11,4722,North America
ART-1149-CLA-XS,2023-12,2747,Europe
ART-1316-CLA-L,2024-10,1736,Asia
ART-1140-NAV-L,2024-08,3442,Asia
ART-1372-CLA-XL,2024-12,3408,Europe
ART-1285-MID-M,2025-01,1524,Europe
ART-1480-MID-XL,2023-10,1168,Asia
ART-1259-OLI-M,2024-12,4714,North America
ART-1254-MID-M,2023-11,1505,Asia
ART-1446-NAV-S,2024-11,4769,Europe
ART-1412-OLI-XL,2024-01,1716,Asia
ART-1053-OLI-L,2024-09,2958,North America
ART-1339-NAV-M,2025-01,1086,Asia
ART-1426-NAV-S,2024-02,3280,Asia
ART-1349-MID-L,2024-08,1618,Asia
ART-1248-NAV-XL,2023-09,2717,Asia
ART-1074-NAV-L,2023-08,1321,Asia
ART-1228-CLA-M,2025-01,3984,Europe
ART-1050-OLI-L,2024-12,3376,Europe
ART-1053-NAV-M,2024-10,3026,Asia
ART-1216-MID-S,2024-02,1870,North America
ART-1318-OLI-S,2024-09,3266,Asia
ART-1234-CLA-XL,2024-07,3695,North America
ART-1389-OLI-XS,2024-08,3743,Asia
ART-1162-OLI-XS,2023-09,4355,Asia
ART-1435-NAV-L,2024-09,3492,North America
ART-1290-CLA-XS,2024-07,2385,Asia
ART-1227-OLI-XL,2024-05,3991,Europe
ART-1352-CLA-L,2023-05,3713,Europe
ART-1196-OLI-M,2025-01,2109,North America
ART-1123-NAV-M,2023-07,3198,North America
ART-1312-CLA-XS,2024-06,3936,Europe
ART-1354-NAV-XL,2024-02,4177,Asia
ART-1036-OLI-M,2023-12,1590,Asia
ART-1249-MID-L,2024-07,3637,Asia
ART-1475-MID-L,2024-05,3341,North America
ART-1445-OLI-XL,2023-08,4953,Europe
ART-1140-CLA-S,2024-03,2601,North America
ART-1040-OLI-L,2024-04,1478,North America
ART-1426-OLI-M,2024-01,2726,Europe
ART-1084-NAV-L,2023-12,1427,Europe
ART-1072-OLI-XS,2024-07,4006,Asia
ART-1197-OLI-S,2024-12,1114,Europe
ART-1310-NAV-XS,2023-09,3671,Asia
ART-1341-OLI-L,2023-09,1259,North America
ART-1374-CLA-XS,2024-04,1940,Europe
ART-1156-OLI-M,2024-09,2255,Europe
ART-1077-NAV-S,2023-06,1907,Europe
ART-1463-CLA-S,2025-02,3266,North America
ART-1037-OLI-XL,2024-07,2715,Europe
ART-1448-MID-S,2024-04,3664,Europe
ART-1299-NAV-XL,2024-03,4755,Europe
ART-1383-NAV-L,2024-08,3579,Asia
ART-1019-CLA-XS,2024-11,4570,Europe
ART-1177-CLA-XL,2024-02,1219,North America
ART-1350-NAV-S,2024-01,1074,North America
ART-1393-MID-M,2024-05,3590,North America
ART-1116-MID-M,2025-01,4266,Asia
ART-1318-MID-L,2024-12,4535,North America
ART-1084-CLA-M,2024-06,1007,North America
ART-1224-OLI-XL,2024-04,1353,Europe
ART-1409-CLA-XS,2023-07,4321,North America
ART-1277-OLI-M,2024-10,3486,Europe
ART-1389-MID-XL,2024-09,4016,North America
ART-1409-CLA-M,2025-01,1985,North America
ART-1348-MID-L,2024-05,4205,Europe
ART-1366-OLI-M,2023-09,2935,Europe
ART-1181-OLI-S,2023-06,4685,Asia
ART-1436-CLA-M,2023-05,1002,Asia
ART-1296-MID-S,2023-05,3445,North America
ART-1274-CLA-S,2024-12,1035,Europe
ART-1373-NAV-XS,2024-10,3165,Asia
ART-1106-NAV-L,2024-02,2940,Europe
ART-1242-MID-S,2025-01,4192,Europe
ART-1342-OLI-M,2023-12,1187,Asia
ART-1074-OLI-S,2023-12,4240,North America
ART-1205-NAV-M,2024-06,4459,North America
ART-1480-NAV-XL,2024-03,1380,North America
ART-1475-CLA-XS,2023-09,2089,Europe
ART-1313-NAV-M,2024-04,3359,Europe
ART-1030-CLA-XS,2024-01,4342,Asia
ART-1104-MID-XL,2023-11,2960,Europe
ART-1148-NAV-XS,2024-08,3449,North America
ART-1424-CLA-XS,2024-07,4261,Asia
ART-1264-OLI-S,2023-10,3354,North America
ART-1394-OLI-S,2024-07,2770,Europe
ART-1113-MID-XS,2024-08,3213,North America
ART-1483-CLA-XL,2024-01,1058,Asia
ART-1090-CLA-M,2024-02,2334,North America
ART-1192-CLA-XL,2023-07,4169,Europe
ART-1198-MID-XL,2024-10,3005,Europe
ART-1304-MID-L,2024-09,1285,North America
ART-1096-MID-M,2024-04,2295,North America
ART-1066-MID-L,2024-08,4153,Europe
ART-1026-OLI-XL,2023-07,3799,North America
ART-1042-OLI-XS,2024-01,3615,Europe
ART-1220-MID-XL,2024-10,3686,Asia
ART-1003-NAV-S,2024-01,1220,Asia
ART-1377-CLA-XS,2024-01,1620,North America
ART-1376-MID-S,2024-02,2641,Europe
ART-1195-OLI-S,2024-11,4544,Europe
ART-1482-CLA-S,2024-01,3572,North America
ART-1480-MID-M,2024-02,3365,Europe
ART-1409-MID-L,2024-10,4509,North America
ART-1275-NAV-XL,2024-10,1681,Europe
ART-1189-OLI-XS,2023-06,2877,Asia
ART-1038-OLI-S,2023-09,2674,Asia
ART-1157-NAV-S,2023-07,2628,North America
ART-1128-CLA-L,2023-08,3482,Europe
ART-1495-OLI-L,2024-03,2953,Europe
ART-1106-NAV-XL,2024-06,2102,Asia
ART-1460-NAV-L,2023-08,3678,North America
ART-1455-OLI-XS,2024-06,4326,Asia
ART-1431-OLI-XL,2024-04,4951,Asia
ART-1402-MID-S,2023-12,2182,North America
ART-1159-CLA-XL,2024-05,1407,Asia
ART-1312-OLI-L,2024-05,4485,Asia
ART-1216-CLA-S,2024-08,4285,Asia
ART-1448-CLA-S,2023-05,1997,Europe
ART-1404-CLA-XS,2024-06,3116,Asia
ART-1455-CLA-L,2024-08,1256,Asia
ART-1487-NAV-XS,2024-09,3253,Asia
ART-1187-NAV-M,2024-09,2857,North America
ART-1024-OLI-M,2024-08,2715,Europe
ART-1298-NAV-S,2024-06,2864,North America
ART-1392-CLA-M,2024-06,2933,Europe
ART-1469-MID-XS,2024-11,3208,Asia
ART-1256-NAV-XS,2024-05,3632,Europe
ART-1177-CLA-XL,2024-05,2113,North America
ART-1454-CLA-M,2023-07,3134,Europe
ART-1480-OLI-M,2024-05,4141,Europe
ART-1338-MID-S,2024-03,4665,Asia
ART-1078-CLA-L,2025-01,4143,Asia
ART-1357-OLI-S,2024-07,1231,Europe
ART-1151-NAV-S,2023-05,4635,North America
ART-1136-CLA-M,2024-04,3774,Asia
ART-1255-CLA-XL,2024-03,4513,Europe
ART-1182-NAV-XL,2024-12,1125,North America
ART-1420-OLI-L,2024-10,1070,Asia
ART-1013-MID-S,2025-01,2321,Europe
ART-1462-OLI-XL,2023-10,1434,Europe
ART-1484-CLA-S,2024-11,4559,Asia
ART-1166-MID-S,2023-06,2584,Asia
ART-1325-OLI-XS,2023-11,3273,North America
ART-1373-CLA-L,2025-01,2480,Europe
ART-1414-MID-L,2024-12,2275,Asia
ART-1473-OLI-L,2024-06,4485,Europe
ART-1221-NAV-M,2023-10,4653,Europe
ART-1427-MID-XL,2024-11,2919,Asia
ART-1436-MID-S,2023-11,2404,North America
ART-1189-NAV-S,2024-09,1194,North America
ART-1258-NAV-L,2024-05,1302,North America
ART-1470-OLI-XL,2025-01,4866,Asia
ART-1343-MID-L,2023-05,1304,Asia
ART-1309-NAV-S,2024-03,2809,North America
ART-1443-OLI-S,2024-06,1642,North America
ART-1126-OLI-XS,2024-03,2024,Europe
ART-1194-NAV-M,2023-10,2229,Asia
ART-1279-OLI-XS,2024-07,3048,Europe
ART-1160-CLA-XL,2024-08,2459,North America
ART-1067-OLI-XL,2024-04,1639,Asia
ART-1305-CLA-XL,2024-04,4964,Europe
ART-1430-CLA-XS,2025-02,4691,Europe
ART-1455-MID-XL,2024-08,4279,Europe
ART-1046-CLA-M,2023-09,1126,Asia
ART-1039-NAV-XS,2023-05,2365,Europe
ART-1157-NAV-L,2023-06,1706,Asia
ART-1236-CLA-XS,2024-11,1208,Europe
ART-1247-OLI-L,2023-08,4286,Europe
ART-1461-CLA-XS,2024-10,4416,Asia
ART-1449-CLA-XS,2023-05,2095,North America
ART-1132-NAV-S,2024-10,1908,North America
ART-1220-CLA-XL,2024-08,3201,North America
ART-1477-CLA-L,2024-06,3281,North America
ART-1495-CLA-S,2024-05,2712,North America
ART-1242-MID-XL,2024-06,4420,Asia
ART-1173-MID-M,2023-09,3163,Europe
ART-1122-CLA-S,2024-12,1477,North America
ART-1051-NAV-L,2023-09,3652,Asia
ART-1031-CLA-L,2024-12,2968,Europe
ART-1090-CLA-M,2023-12,3588,North America
ART-1144-MID-XL,2025-01,3149,North America
ART-1438-CLA-S,2024-06,1395,North America
ART-1018-OLI-M,2023-12,4915,North America
ART-1334-NAV-XS,2025-02,2128,Asia
ART-1399-OLI-XL,2024-12,2334,Asia
ART-1364-NAV-L,2023-05,1208,Europe
ART-1213-OLI-S,2024-08,4533,Europe
ART-1338-OLI-S,2024-07,2417,Europe
ART-1048-CLA-L,2025-01,2295,Europe
ART-1312-NAV-M,2024-08,3298,North America
ART-1196-CLA-L,2024-10,2321,Asia
ART-1140-OLI-M,2023-05,4075,Asia
ART-1215-OLI-XL,2023-07,1785,Asia
ART-1375-NAV-M,2023-10,3190,North America
ART-1149-NAV-XS,2023-11,4659,Europe
ART-1351-MID-L,2024-10,1081,Asia
ART-1126-CLA-M,2024-01,2864,North America
ART-1044-MID-XS,2024-01,2218,North America
ART-1471-OLI-M,2024-04,1146,Europe
ART-1041-CLA-M,2024-03,2336,Europe
ART-1214-NAV-XL,2024-06,1161,Asia
ART-1035-CLA-M,2024-03,3611,Europe
ART-1363-MID-XL,2024-05,1747,North America
ART-1153-NAV-XL,2023-12,2745,North America
ART-1213-MID-XS,2024-04,3615,North America
ART-1258-MID-XL,2024-08,4758,Asia
ART-1245-NAV-XS,2024-02,3805,North America
ART-1148-NAV-L,2023-06,2338,Europe
ART-1492-OLI-M,2023-09,3925,Asia
ART-1441-NAV-M,2025-01,2464,Asia
ART-1236-MID-XS,2023-11,3057,North America
ART-1353-MID-S,2023-09,1644,North America
ART-1362-CLA-S,2023-10,1850,Europe
ART-1490-MID-XS,2024-12,1439,North America
ART-1384-OLI-XL,2023-07,3106,Asia
ART-1401-OLI-M,2024-07,1113,Europe
ART-1254-MID-S,2024-10,1354,Europe
ART-1074-NAV-M,2024-07,4445,Asia
ART-1284-NAV-XS,2024-04,4699,Asia
ART-1416-OLI-L,2024-04,4082,North America
ART-1220-CLA-M,2024-07,1565,Europe
ART-1399-NAV-L,2024-01,2510,North America
ART-1335-OLI-L,2024-08,4695,North America
ART-1030-CLA-XS,2023-08,4288,North America
ART-1180-MID-XL,2023-11,2674,Asia
ART-1272-OLI-XS,2025-02,3335,North America
ART-1278-CLA-L,2024-09,3127,Asia
ART-1159-NAV-XS,2024-09,1063,North America
ART-1171-OLI-M,2024-01,2346,North America
ART-1164-OLI-M,2023-11,4767,North America
ART-1322-CLA-M,2024-09,3501,Europe
ART-1268-NAV-S,2023-12,2704,Europe
ART-1494-NAV-S,2023-09,1522,North America
ART-1183-MID-L,2024-02,4983,North America
ART-1379-OLI-XS,2025-01,3941,Europe
ART-1126-MID-S,2023-05,3622,North America
ART-1313-OLI-XL,2024-04,1505,North America
ART-1252-MID-XL,2024-08,4972,Europe
ART-1454-NAV-M,2024-06,1537,North America
ART-1386-OLI-M,2024-12,1246,North America
ART-1131-CLA-XS,2023-12,3706,Asia
ART-1282-NAV-S,2024-07,2199,Asia
ART-1489-NAV-S,2023-12,4524,North America
ART-1450-CLA-XS,2023-08,4158,North America
ART-1456-MID-M,2024-07,1784,Europe
ART-1231-CLA-XS,2024-07,1441,Europe
ART-1280-NAV-L,2024-09,2738,North America
ART-1443-CLA-XL,2024-01,3590,Europe
ART-1248-MID-S,2024-05,2881,North America
ART-1005-CLA-M,2023-06,3256,North America
ART-1058-MID-L,2024-01,3812,North America
ART-1217-CLA-M,2023-09,3163,North America
ART-1335-OLI-XL,2024-08,1506,Asia
ART-1458-CLA-L,2023-12,2758,North America
ART-1223-CLA-M,2023-08,4993,Europe
ART-1195-CLA-L,2023-06,4085,Europe
ART-1500-OLI-S,2023-08,4343,Asia
ART-1207-MID-XL,2025-01,4398,Europe
ART-1001-NAV-L,2024-01,1289,Europe
ART-1314-CLA-XS,2023-09,1754,North America
ART-1124-OLI-M,2023-09,1441,Europe
ART-1250-MID-XS,2023-11,2606,Asia
ART-1044-MID-L,2024-10,3181,Asia
ART-1456-OLI-S,2024-06,4042,Asia
ART-1408-NAV-S,2024-06,3328,North America
ART-1402-CLA-XS,2024-05,4214,North America
ART-1432-CLA-L,2024-03,3891,Asia
ART-1352-CLA-XS,2024-06,4487,Europe
ART-1354-CLA-L,2023-08,3400,Europe
ART-1231-OLI-L,2024-06,2186,Europe
ART-1442-MID-S,2024-05,2477,North America
ART-1246-NAV-L,2024-06,1504,Europe
ART-1227-CLA-XS,2023-08,2642,Europe
ART-1042-NAV-XS,2023-05,1164,Asia
ART-1340-CLA-M,2024-04,2351,North America
ART-1161-CLA-S,2024-03,1501,Europe
ART-1182-NAV-S,2024-04,3796,Asia
ART-1091-NAV-XL,2023-09,1329,Europe
ART-1373-CLA-S,2024-12,1483,Asia
ART-1421-OLI-XL,2024-03,1152,North America
ART-1080-OLI-XS,2024-05,4566,North America
ART-1328-CLA-L,2023-10,1026,Asia
ART-1395-CLA-XS,2023-10,2988,Europe
ART-1419-CLA-S,2024-07,4213,Asia
ART-1334-OLI-M,2024-06,2463,Asia
ART-1108-MID-XS,2024-04,1100,North America
ART-1497-MID-S,2023-08,3046,Europe
ART-1128-CLA-XL,2024-11,3367,North America
ART-1437-OLI-M,2023-05,4747,Asia
ART-1435-MID-S,2023-11,3800,Asia
ART-1241-NAV-M,2024-09,4793,Europe
ART-1120-MID-S,2024-03,3342,Europe
ART-1098-NAV-M,2023-09,3881,Europe
ART-1372-CLA-S,2024-01,1304,Europe
ART-1150-CLA-XL,2024-10,1943,Europe
ART-1376-MID-M,2024-02,2895,Europe
ART-1455-NAV-XS,2024-03,3475,North America
ART-1305-OLI-XL,2023-09,1761,Europe
ART-1024-CLA-XS,2024-09,3923,Asia
ART-1380-NAV-XL,2024-09,3874,Europe
ART-1224-MID-XL,2023-08,2958,North America
ART-1054-NAV-M,2023-11,3872,Europe
ART-1410-OLI-M,2024-04,2864,Asia
ART-1298-NAV-XS,2025-01,4410,Europe
ART-1312-CLA-S,2024-09,3590,Asia
ART-1106-OLI-XS,2025-02,3727,Asia
ART-1324-MID-L,2024-02,2900,Europe
ART-1177-NAV-M,2023-12,4497,North America
ART-1357-CLA-M,2024-12,2611,North America
ART-1402-OLI-M,2023-12,4116,Asia
ART-1250-MID-S,2023-05,2579,North America
ART-1213-CLA-L,2024-01,4771,Asia
ART-1038-NAV-XL,2023-07,3283,Europe
ART-1252-CLA-XL,2024-01,3575,Asia
ART-1242-OLI-XL,2023-07,3414,Europe
ART-1018-CLA-XS,2024-01,3020,Asia
ART-1327-MID-L,2024-09,2800,Europe
ART-1127-MID-XL,2023-10,2353,Asia
ART-1433-CLA-XL,2024-04,2183,Europe
ART-1044-CLA-M,2023-08,3769,Europe
ART-1469-MID-L,2023-07,2415,Europe
ART-1381-CLA-L,2024-11,4485,Asia
ART-1165-CLA-XS,2023-06,3903,North America
ART-1098-MID-XL,2023-07,2785,North America
ART-1437-NAV-S,2024-03,3235,Europe
ART-1114-OLI-S,2023-07,1627,Asia
ART-1267-MID-L,2023-05,1880,Asia
ART-1422-CLA-M,2024-12,3067,North America
ART-1387-CLA-L,2024-12,1549,North America
ART-1303-NAV-S,2024-03,3234,Europe
ART-1278-CLA-S,2023-10,2528,North America
ART-1228-NAV-M,2023-11,1516,Asia
ART-1094-MID-XL,2024-03,4427,Asia
ART-1307-OLI-XS,2023-06,4595,Asia
ART-1091-MID-L,2024-01,1722,North America
ART-1275-CLA-XL,2024-03,4866,Asia
ART-1446-NAV-XL,2024-10,3593,Asia
ART-1125-MID-M,2024-12,1274,Asia
ART-1234-OLI-XS,2024-03,1014,Asia
ART-1215-OLI-S,2023-11,2374,Asia
ART-1365-MID-S,2024-04,1696,Asia
ART-1156-OLI-XS,2023-08,3304,Europe
ART-1402-NAV-S,2023-09,2903,North America
ART-1224-NAV-M,2023-11,3150,Europe
ART-1474-MID-XL,2024-10,1638,North America
ART-1396-NAV-XS,2023-08,3959,North America
ART-1138-MID-XL,2025-01,4356,Europe
ART-1351-MID-S,2023-10,2148,Europe
ART-1301-NAV-XS,2023-12,1469,North America
ART-1026-OLI-M,2023-10,4738,Europe
ART-1182-MID-L,2023-12,2799,Europe
ART-1378-NAV-XS,2024-07,2576,Asia
ART-1019-OLI-M,2024-09,2343,Asia
ART-1070-OLI-L,2024-11,1548,North America
ART-1379-CLA-M,2024-06,4802,Asia
ART-1194-OLI-S,2024-06,2535,North America
ART-1235-OLI-XS,2024-10,2958,Asia
ART-1430-NAV-L,2024-08,3346,Europe
ART-1033-OLI-S,2023-10,1239,Asia
ART-1293-NAV-M,2024-08,1196,Europe
ART-1164-NAV-L,2023-05,4717,Asia
ART-1176-NAV-XS,2024-05,3551,North America
ART-1238-CLA-XL,2023-11,1239,Asia
ART-1075-MID-M,2024-09,2372,North America
ART-1497-MID-XL,2024-08,2330,Europe
ART-1351-NAV-M,2023-09,1961,Europe
ART-1296-OLI-XL,2024-06,3264,North America
ART-1047-CLA-S,2024-08,2818,Asia
ART-1353-OLI-S,2024-01,2243,Europe
ART-1048-MID-XS,2023-12,4742,Europe
ART-1246-CLA-XL,2024-12,2216,North America
ART-1216-NAV-S,2023-06,2782,North America
ART-1327-OLI-M,2024-06,1597,North America
ART-1258-MID-XL,2023-09,2440,Europe
ART-1411-MID-S,2024-08,3284,Europe
ART-1225-CLA-S,2023-07,3665,North America
ART-1456-MID-XS,2023-09,1820,North America
ART-1016-NAV-XS,2024-09,1334,North America
ART-1024-NAV-L,2023-11,1349,North America
ART-1043-OLI-XS,2023-11,1200,Asia
ART-1008-NAV-M,2024-05,1341,Europe
ART-1456-OLI-XL,2023-11,1659,Europe
ART-1011-CLA-M,2024-06,1504,North America
ART-1395-NAV-M,2023-11,3477,North America
ART-1436-NAV-XL,2025-02,4580,North America
ART-1484-MID-L,2024-12,4139,Europe
ART-1305-MID-M,2024-10,1219,North America
ART-1374-CLA-M,2024-03,2379,North America
ART-1357-NAV-XL,2023-06,3851,North America
ART-1301-CLA-L,2024-08,2785,Europe
ART-1289-NAV-XS,2024-04,3591,Asia
ART-1167-NAV-XL,2023-12,3163,North America
ART-1384-NAV-M,2024-09,4821,Europe
ART-1182-MID-M,2024-06,1900,Asia
ART-1371-CLA-M,2023-12,1570,Europe
ART-1442-MID-S,2023-06,2310,Asia
ART-1120-MID-S,2023-12,2653,Europe
ART-1097-OLI-L,2023-12,1771,Asia
ART-1199-NAV-M,2023-11,1241,Asia
ART-1411-CLA-M,2023-08,1374,Asia
ART-1091-NAV-M,2024-03,4158,North America
ART-1488-MID-XL,2024-02,1619,Asia
ART-1007-OLI-L,2024-08,4284,Asia
ART-1133-CLA-L,2024-06,3028,Europe
ART-1447-NAV-S,2023-09,2889,Asia
ART-1029-CLA-S,2023-07,2055,North America
ART-1271-MID-XL,2023-06,2679,North America
ART-1475-CLA-L,2024-02,4544,Europe
ART-1134-OLI-M,2024-11,4012,Europe
ART-1186-CLA-M,2023-12,1299,Asia
ART-1418-CLA-XS,2023-07,4306,North America
ART-1073-NAV-XL,2024-02,4047,North America
ART-1243-CLA-XL,2023-05,4227,Europe
ART-1305-CLA-L,2024-08,1244,North America
ART-1496-MID-XL,2024-02,3744,Europe
ART-1345-OLI-XL,2024-05,2798,North America
ART-1190-MID-S,2023-06,3907,Europe
ART-1162-MID-M,2023-12,3698,North America
ART-1309-NAV-XL,2024-09,4400,Asia
ART-1463-CLA-S,2023-12,4046,Asia
ART-1119-OLI-XS,2023-09,4215,North America
ART-1435-NAV-L,2024-04,1665,Asia
ART-1156-NAV-L,2024-11,3904,Europe
ART-1051-CLA-XS,2024-12,4560,Asia
ART-1479-NAV-S,2023-06,4860,North America
ART-1350-NAV-M,2024-01,2555,Asia
ART-1397-NAV-XL,2024-05,2566,North America
ART-1238-CLA-M,2024-11,4501,North America
ART-1395-MID-S,2024-09,3556,North America
ART-1126-CLA-M,2024-08,3103,Europe
ART-1096-OLI-XS,2023-07,4106,North America
ART-1156-OLI-S,2023-11,4111,North America
ART-1255-OLI-S,2023-09,2228,North America
ART-1178-MID-XL,2023-10,3954,Asia
ART-1440-OLI-M,2024-04,1621,Europe
ART-1350-CLA-M,2024-12,3183,North America
ART-1307-NAV-XS,2024-05,3282,Europe
ART-1088-OLI-L,2023-09,3948,North America
ART-1379-OLI-S,2023-09,3934,North America
ART-1090-OLI-L,2023-09,3247,Asia
ART-1385-NAV-XS,2024-07,3643,Asia
ART-1392-OLI-M,2024-10,4790,Asia
ART-1161-MID-XL,2024-11,3440,Europe
ART-1289-NAV-XL,2024-12,2000,Asia
ART-1098-NAV-L,2024-07,1674,Europe
ART-1227-MID-L,2024-02,4843,Asia
ART-1398-MID-XL,2025-02,2039,Asia
ART-1358-CLA-M,2023-10,3611,Asia
ART-1279-NAV-XL,2023-10,2574,Europe
ART-1259-OLI-XS,2023-05,3796,Europe
ART-1378-MID-XL,2024-10,2908,Asia
ART-1353-CLA-XS,2024-06,1209,Europe
ART-1175-CLA-XS,2024-06,1394,Europe
ART-1120-CLA-XL,2024-03,4092,Asia
ART-1312-MID-L,2024-04,1364,Asia
ART-1456-CLA-L,2024-05,2139,North America
ART-1360-NAV-XL,2024-11,1394,Asia
ART-1198-MID-XS,2025-01,2036,Europe
ART-1299-NAV-S,2024-09,2044,Asia
ART-1497-NAV-XL,2024-06,3629,North America
ART-1292-MID-L,2024-04,3476,Asia
ART-1149-NAV-XL,2023-08,2815,Europe
ART-1349-OLI-M,2023-07,3023,Asia
ART-1328-CLA-M,2024-06,4183,Europe
ART-1497-CLA-L,2024-04,3732,Europe
ART-1334-NAV-XS,2024-11,1603,North America
ART-1415-NAV-S,2023-12,2729,Europe
ART-1053-OLI-S,2023-05,1240,North America
ART-1090-CLA-XL,2024-03,4391,Asia
ART-1169-MID-S,2024-01,2178,Asia
ART-1302-OLI-XS,2024-05,1598,Europe
ART-1219-OLI-M,2023-11,3402,North America
ART-1027-CLA-S,2023-06,4146,Asia
ART-1197-OLI-XS,2024-11,4102,Asia
ART-1334-OLI-S,2024-07,2345,Europe
ART-1264-CLA-M,2024-06,3165,North America
ART-1438-OLI-XS,2023-12,2354,North America
ART-1388-NAV-XS,2023-06,3102,North America
ART-1021-CLA-XS,2024-04,1936,North America
ART-1402-MID-XS,2024-06,3203,Asia
ART-1301-CLA-S,2023-08,4011,North America
ART-1285-MID-S,2023-12,1407,Asia
ART-1427-CLA-M,2024-02,1281,North America
ART-1499-OLI-M,2024-10,2902,North America
ART-1437-CLA-L,2025-01,1331,North America
ART-1282-CLA-L,2024-03,2975,North America
ART-1079-CLA-M,2024-04,3145,Asia
ART-1470-NAV-S,2024-08,2674,North America
ART-1288-NAV-XS,2023-11,3096,Europe
ART-1088-CLA-XS,2024-04,4040,Europe
ART-1101-MID-XS,2024-08,4479,Asia
ART-1221-MID-L,2024-06,2302,North America
ART-1264-NAV-S,2024-08,1031,Europe
ART-1283-CLA-XL,2024-11,4056,Europe
ART-1028-MID-XL,2024-11,2747,Europe
ART-1274-MID-S,2024-02,2659,Asia
ART-1375-MID-L,2024-07,4629,Asia
ART-1387-OLI-XS,2024-09,2186,Europe
ART-1380-CLA-L,2024-04,4591,Europe
ART-1360-CLA-L,2024-12,3748,Europe
ART-1132-OLI-L,2024-02,1863,Europe
ART-1214-CLA-XL,2024-11,3513,North America
ART-1365-OLI-XS,2024-12,2678,North America
ART-1010-NAV-XL,2024-09,3176,North America
ART-1064-NAV-S,2024-03,3942,Europe
ART-1100-NAV-L,2024-12,2756,North America
ART-1473-MID-M,2024-01,1876,North America
ART-1379-CLA-S,2023-05,1211,North America
ART-1048-NAV-S,2023-11,4429,Asia
ART-1029-NAV-XS,2024-05,2407,North America
ART-1159-OLI-M,2024-10,1645,Asia
ART-1023-CLA-S,2023-12,4321,Asia
ART-1161-MID-S,2024-03,3526,Europe
ART-1402-NAV-XS,2024-11,2362,Europe
ART-1064-MID-XL,2023-09,2325,Europe
ART-1086-NAV-S,2024-08,4140,North America
ART-1497-NAV-S,2024-05,4918,Europe
ART-1105-CLA-XL,2023-07,4709,North America
ART-1466-CLA-M,2024-12,1084,North America
ART-1304-NAV-S,2023-05,3619,Europe
ART-1451-CLA-XS,2024-11,4552,North America
ART-1042-NAV-S,2024-09,2319,North America
ART-1056-CLA-L,2025-01,1624,Asia
ART-1283-OLI-M,2024-01,4210,Europe
ART-1384-OLI-L,2024-04,2946,North America
ART-1035-NAV-M,2024-05,1413,North America
ART-1087-NAV-XS,2024-12,1004,North America
ART-1275-MID-L,2024-10,2842,Asia
ART-1416-MID-XL,2024-11,2584,Asia
ART-1206-CLA-XL,2025-01,4590,North America
ART-1361-CLA-M,2023-12,3674,Asia
ART-1253-OLI-L,2024-07,3287,Europe
ART-1278-MID-XS,2024-12,3196,North America
ART-1331-MID-XL,2023-09,3777,Europe
ART-1192-MID-XL,2024-01,1062,Europe
ART-1224-OLI-XS,2023-09,1618,Asia
ART-1311-OLI-XS,2024-09,2869,Europe
ART-1278-NAV-XS,2024-10,2349,North America
ART-1329-MID-L,2024-07,4448,Europe
ART-1493-MID-L,2024-03,2473,North America
