product_id,article_id,product_name,color,size,reorder_threshold,max_capacity,unit_cost
ART-1193-NAV-XL,ART-1193,Slim Fit Denim,Navy Blue,XL,100,1000,18.8
ART-1193-OLI-XS,ART-1193,Slim Fit Denim,Olive Green,XS,171,1000,27.43
ART-1193-OLI-S,ART-1193,Slim Fit Denim,Olive Green,S,123,1000,37.99
ART-1193-OLI-M,ART-1193,Slim Fit Denim,Olive Green,M,198,1000,30.62
ART-1193-OLI-L,ART-1193,Slim Fit Denim,Olive Green,L,130,1000,12.04
ART-1193-OLI-XL,ART-1193,Slim Fit Denim,Olive Green,XL,194,1000,34.59
ART-1194-MID-XS,ART-1194,Graphic Tee,Midnight Black,XS,100,1000,34.83
ART-1194-MID-S,ART-1194,Graphic Tee,Midnight Black,S,152,1000,14.18
ART-1194-MID-M,ART-1194,Graphic Tee,Midnight Black,M,119,1000,27.53
ART-1194-MID-L,ART-1194,Graphic Tee,Midnight Black,L,184,1000,14.45
ART-1194-MID-XL,ART-1194,Graphic Tee,Midnight Black,XL,131,1000,24.82
ART-1194-CLA-XS,ART-1194,Graphic Tee,Classic White,XS,174,1000,36.33
ART-1194-CLA-S,ART-1194,Graphic Tee,Classic White,S,137,1000,39.91
ART-1194-CLA-M,ART-1194,Graphic Tee,Classic White,M,182,1000,33.61
ART-1194-CLA-L,ART-1194,Graphic Tee,Classic White,L,142,1000,25.18
ART-1194-CLA-XL,ART-1194,Graphic Tee,Classic White,XL,141,1000,12.07
ART-1194-NAV-XS,ART-1194,Graphic Tee,Navy Blue,XS,108,1000,14.85
ART-1194-NAV-S,ART-1194,Graphic Tee,Navy Blue,S,153,1000,24.14
ART-1194-NAV-M,ART-1194,Graphic Tee,Navy Blue,M,149,1000,30.09
ART-1194-NAV-L,ART-1194,Graphic Tee,Navy Blue,L,151,1000,44.46
ART-1194-NAV-XL,ART-1194,Graphic Tee,Navy Blue,XL,119,1000,38.68
ART-1194-OLI-XS,ART-1194,Graphic Tee,Olive Green,XS,146,1000,20.89
ART-1194-OLI-S,ART-1194,Graphic Tee,Olive Green,S,155,1000,40.99
ART-1194-OLI-M,ART-1194,Graphic Tee,Olive Green,M,160,1000,39.53
ART-1194-OLI-L,ART-1194,Graphic Tee,Olive Green,L,169,1000,41.91
ART-1194-OLI-XL,ART-1194,Graphic Tee,Olive Green,XL,196,1000,16.06
ART-1195-MID-XS,ART-1195,Summer Dress,Midnight Black,XS,166,1000,21.18
ART-1195-MID-S,ART-1195,Summer Dress,Midnight Black,S,107,1000,38.27
ART-1195-MID-M,ART-1195,Summer Dress,Midnight Black,M,181,1000,19.1
ART-1195-MID-L,ART-1195,Summer Dress,Midnight Black,L,116,1000,32.07
ART-1195-MID-XL,ART-1195,Summer Dress,Midnight Black,XL,182,1000,19.32
ART-1195-CLA-XS,ART-1195,Summer Dress,Classic White,XS,151,1000,15.84
ART-1195-CLA-S,ART-1195,Summer Dress,Classic White,S,161,1000,18.29
ART-1195-CLA-M,ART-1195,Summer Dress,Classic White,M,199,1000,15.77
ART-1195-CLA-L,ART-1195,Summer Dress,Classic White,L,123,1000,30.85
ART-1195-CLA-XL,ART-1195,Summer Dress,Classic White,XL,200,1000,42.1
ART-1195-NAV-XS,ART-1195,Summer Dress,Navy Blue,XS,161,1000,23.8
ART-1195-NAV-S,ART-1195,Summer Dress,Navy Blue,S,118,1000,33.84
ART-1195-NAV-M,ART-1195,Summer Dress,Navy Blue,M,198,1000,27.91
ART-1195-NAV-L,ART-1195,Summer Dress,Navy Blue,L,157,1000,22.68
ART-1195-NAV-XL,ART-1195,Summer Dress,Navy Blue,XL,131,1000,16.13
ART-1195-OLI-XS,ART-1195,Summer Dress,Olive Green,XS,160,1000,21.04
ART-1195-OLI-S,ART-1195,Summer Dress,Olive Green,S,172,1000,32.71
ART-1195-OLI-M,ART-1195,Summer Dress,Olive Green,M,144,1000,18.77
ART-1195-OLI-L,ART-1195,Summer Dress,Olive Green,L,100,1000,44.07
ART-1195-OLI-XL,ART-1195,Summer Dress,Olive Green,XL,172,1000,29.97
ART-1196-MID-XS,ART-1196,Oversized Hoodie,Midnight Black,XS,191,1000,43.53
ART-1196-MID-S,ART-1196,Oversized Hoodie,Midnight Black,S,177,1000,22.12
ART-1196-MID-M,ART-1196,Oversized Hoodie,Midnight Black,M,170,1000,16.49
ART-1196-MID-L,ART-1196,Oversized Hoodie,Midnight Black,L,103,1000,40.92
ART-1196-MID-XL,ART-1196,Oversized Hoodie,Midnight Black,XL,175,1000,26.88
ART-1196-CLA-XS,ART-1196,Oversized Hoodie,Classic White,XS,144,1000,37.22
ART-1196-CLA-S,ART-1196,Oversized Hoodie,Classic White,S,112,1000,17.0
ART-1196-CLA-M,ART-1196,Oversized Hoodie,Classic White,M,106,1000,38.04
ART-1196-CLA-L,ART-1196,Oversized Hoodie,Classic White,L,141,1000,24.11
ART-1196-CLA-XL,ART-1196,Oversized Hoodie,Classic White,XL,125,1000,19.08
ART-1196-NAV-XS,ART-1196,Oversized Hoodie,Navy Blue,XS,154,1000,34.75
ART-1196-NAV-S,ART-1196,Oversized Hoodie,Navy Blue,S,130,1000,18.94
ART-1196-NAV-M,ART-1196,Oversized Hoodie,Navy Blue,M,167,1000,25.42
ART-1196-NAV-L,ART-1196,Oversized Hoodie,Navy Blue,L,185,1000,20.17
ART-1196-NAV-XL,ART-1196,Oversized Hoodie,Navy Blue,XL,126,1000,31.06
ART-1196-OLI-XS,ART-1196,Oversized Hoodie,Olive Green,XS,118,1000,14.34
ART-1196-OLI-S,ART-1196,Oversized Hoodie,Olive Green,S,118,1000,32.78
ART-1196-OLI-M,ART-1196,Oversized Hoodie,Olive Green,M,173,1000,22.44
ART-1196-OLI-L,ART-1196,Oversized Hoodie,Olive Green,L,169,1000,21.0
ART-1196-OLI-XL,ART-1196,Oversized Hoodie,Olive Green,XL,109,1000,37.23
ART-1197-MID-XS,ART-1197,Cargo Pants,Midnight Black,XS,112,1000,14.86
ART-1197-MID-S,ART-1197,Cargo Pants,Midnight Black,S,175,1000,23.3
ART-1197-MID-M,ART-1197,Cargo Pants,Midnight Black,M,194,1000,14.29
ART-1197-MID-L,ART-1197,Cargo Pants,Midnight Black,L,171,1000,28.55
ART-1197-MID-XL,ART-1197,Cargo Pants,Midnight Black,XL,134,1000,38.94
ART-1197-CLA-XS,ART-1197,Cargo Pants,Classic White,XS,199,1000,33.64
ART-1197-CLA-S,ART-1197,Cargo Pants,Classic White,S,118,1000,35.19
ART-1197-CLA-M,ART-1197,Cargo Pants,Classic White,M,190,1000,23.81
ART-1197-CLA-L,ART-1197,Cargo Pants,Classic White,L,178,1000,14.82
ART-1197-CLA-XL,ART-1197,Cargo Pants,Classic White,XL,142,1000,44.72
ART-1197-NAV-XS,ART-1197,Cargo Pants,Navy Blue,XS,160,1000,43.14
ART-1197-NAV-S,ART-1197,Cargo Pants,Navy Blue,S,120,1000,13.41
ART-1197-NAV-M,ART-1197,Cargo Pants,Navy Blue,M,138,1000,21.24
ART-1197-NAV-L,ART-1197,Cargo Pants,Navy Blue,L,198,1000,40.25
ART-1197-NAV-XL,ART-1197,Cargo Pants,Navy Blue,XL,186,1000,12.66
ART-1197-OLI-XS,ART-1197,Cargo Pants,Olive Green,XS,120,1000,32.77
ART-1197-OLI-S,ART-1197,Cargo Pants,Olive Green,S,110,1000,22.34
ART-1197-OLI-M,ART-1197,Cargo Pants,Olive Green,M,132,1000,36.18
ART-1197-OLI-L,ART-1197,Cargo Pants,Olive Green,L,100,1000,27.18
ART-1197-OLI-XL,ART-1197,Cargo Pants,Olive Green,XL,150,1000,24.72
ART-1198-MID-XS,ART-1198,Slim Fit Denim,Midnight Black,XS,153,1000,32.11
ART-1198-MID-S,ART-1198,Slim Fit Denim,Midnight Black,S,113,1000,14.18
ART-1198-MID-M,ART-1198,Slim Fit Denim,Midnight Black,M,186,1000,34.43
ART-1198-MID-L,ART-1198,Slim Fit Denim,Midnight Black,L,196,1000,39.79
ART-1198-MID-XL,ART-1198,Slim Fit Denim,Midnight Black,XL,134,1000,40.02
ART-1198-CLA-XS,ART-1198,Slim Fit Denim,Classic White,XS,199,1000,44.89
ART-1198-CLA-S,ART-1198,Slim Fit Denim,Classic White,S,195,1000,12.65
ART-1198-CLA-M,ART-1198,Slim Fit Denim,Classic White,M,159,1000,41.65
ART-1198-CLA-L,ART-1198,Slim Fit Denim,Classic White,L,168,1000,37.58
ART-1198-CLA-XL,ART-1198,Slim Fit Denim,Classic White,XL,135,1000,31.22
ART-1198-NAV-XS,ART-1198,Slim Fit Denim,Navy Blue,XS,190,1000,25.71
ART-1198-NAV-S,ART-1198,Slim Fit Denim,Navy Blue,S,119,1000,35.03
ART-1198-NAV-M,ART-1198,Slim Fit Denim,Navy Blue,M,141,1000,33.98
ART-1198-NAV-L,ART-1198,Slim Fit Denim,Navy Blue,L,169,1000,43.08
ART-1198-NAV-XL,ART-1198,Slim Fit Denim,Navy Blue,XL,154,1000,43.1
ART-1198-OLI-XS,ART-1198,Slim Fit Denim,Olive Green,XS,110,1000,14.21
ART-1198-OLI-S,ART-1198,Slim Fit Denim,Olive Green,S,178,1000,26.57
ART-1198-OLI-M,ART-1198,Slim Fit Denim,Olive Green,M,184,1000,35.42
ART-1198-OLI-L,ART-1198,Slim Fit Denim,Olive Green,L,189,1000,43.69
ART-1198-OLI-XL,ART-1198,Slim Fit Denim,Olive Green,XL,157,1000,23.83
ART-1199-MID-XS,ART-1199,Summer Dress,Midnight Black,XS,137,1000,43.21
ART-1199-MID-S,ART-1199,Summer Dress,Midnight Black,S,158,1000,18.53
ART-1199-MID-M,ART-1199,Summer Dress,Midnight Black,M,173,1000,29.99
ART-1199-MID-L,ART-1199,Summer Dress,Midnight Black,L,140,1000,36.67
ART-1199-MID-XL,ART-1199,Summer Dress,Midnight Black,XL,133,1000,19.12
ART-1199-CLA-XS,ART-1199,Summer Dress,Classic White,XS,173,1000,26.61
ART-1199-CLA-S,ART-1199,Summer Dress,Classic White,S,149,1000,38.19
ART-1199-CLA-M,ART-1199,Summer Dress,Classic White,M,104,1000,32.09
ART-1199-CLA-L,ART-1199,Summer Dress,Classic White,L,122,1000,16.39
ART-1199-CLA-XL,ART-1199,Summer Dress,Classic White,XL,179,1000,41.06
ART-1199-NAV-XS,ART-1199,Summer Dress,Navy Blue,XS,196,1000,22.82
ART-1199-NAV-S,ART-1199,Summer Dress,Navy Blue,S,185,1000,44.52
ART-1199-NAV-M,ART-1199,Summer Dress,Navy Blue,M,124,1000,34.29
ART-1199-NAV-L,ART-1199,Summer Dress,Navy Blue,L,100,1000,40.5
ART-1199-NAV-XL,ART-1199,Summer Dress,Navy Blue,XL,137,1000,17.79
ART-1199-OLI-XS,ART-1199,Summer Dress,Olive Green,XS,167,1000,23.16
ART-1199-OLI-S,ART-1199,Summer Dress,Olive Green,S,110,1000,21.14
ART-1199-OLI-M,ART-1199,Summer Dress,Olive Green,M,136,1000,16.91
ART-1199-OLI-L,ART-1199,Summer Dress,Olive Green,L,123,1000,26.31
ART-1199-OLI-XL,ART-1199,Summer Dress,Olive Green,XL,107,1000,17.48
ART-1200-MID-XS,ART-1200,Summer Dress,Midnight Black,XS,157,1000,44.84
ART-1200-MID-S,ART-1200,Summer Dress,Midnight Black,S,110,1000,35.62
ART-1200-MID-M,ART-1200,Summer Dress,Midnight Black,M,103,1000,26.46
ART-1200-MID-L,ART-1200,Summer Dress,Midnight Black,L,158,1000,43.74
ART-1200-MID-XL,ART-1200,Summer Dress,Midnight Black,XL,101,1000,34.55
ART-1200-CLA-XS,ART-1200,Summer Dress,Classic White,XS,104,1000,16.24
ART-1200-CLA-S,ART-1200,Summer Dress,Classic White,S,135,1000,44.41
ART-1200-CLA-M,ART-1200,Summer Dress,Classic White,M,169,1000,20.17
ART-1200-CLA-L,ART-1200,Summer Dress,Classic White,L,162,1000,34.56
ART-1200-CLA-XL,ART-1200,Summer Dress,Classic White,XL,116,1000,43.69
ART-1200-NAV-XS,ART-1200,Summer Dress,Navy Blue,XS,144,1000,30.28
ART-1200-NAV-S,ART-1200,Summer Dress,Navy Blue,S,200,1000,20.95
ART-1200-NAV-M,ART-1200,Summer Dress,Navy Blue,M,106,1000,12.34
ART-1200-NAV-L,ART-1200,Summer Dress,Navy Blue,L,139,1000,38.28
ART-1200-NAV-XL,ART-1200,Summer Dress,Navy Blue,XL,102,1000,15.01
ART-1200-OLI-XS,ART-1200,Summer Dress,Olive Green,XS,109,1000,20.1
ART-1200-OLI-S,ART-1200,Summer Dress,Olive Green,S,173,1000,27.98
ART-1200-OLI-M,ART-1200,Summer Dress,Olive Green,M,138,1000,40.39
ART-1200-OLI-L,ART-1200,Summer Dress,Olive Green,L,108,1000,39.5
ART-1200-OLI-XL,ART-1200,Summer Dress,Olive Green,XL,166,1000,19.84
ART-1201-MID-XS,ART-1201,Cargo Pants,Midnight Black,XS,179,1000,23.46
ART-1201-MID-S,ART-1201,Cargo Pants,Midnight Black,S,150,1000,22.35
ART-1201-MID-M,ART-1201,Cargo Pants,Midnight Black,M,142,1000,22.75
ART-1201-MID-L,ART-1201,Cargo Pants,Midnight Black,L,119,1000,41.72
ART-1201-MID-XL,ART-1201,Cargo Pants,Midnight Black,XL,120,1000,37.35
ART-1201-CLA-XS,ART-1201,Cargo Pants,Classic White,XS,148,1000,18.0
ART-1201-CLA-S,ART-1201,Cargo Pants,Classic White,S,149,1000,42.58
ART-1201-CLA-M,ART-1201,Cargo Pants,Classic White,M,114,1000,31.61
ART-1201-CLA-L,ART-1201,Cargo Pants,Classic White,L,126,1000,15.4
ART-1201-CLA-XL,ART-1201,Cargo Pants,Classic White,XL,148,1000,24.16
ART-1201-NAV-XS,ART-1201,Cargo Pants,Navy Blue,XS,168,1000,14.98
ART-1201-NAV-S,ART-1201,Cargo Pants,Navy Blue,S,135,1000,31.08
ART-1201-NAV-M,ART-1201,Cargo Pants,Navy Blue,M,136,1000,34.88
ART-1201-NAV-L,ART-1201,Cargo Pants,Navy Blue,L,169,1000,26.57
ART-1201-NAV-XL,ART-1201,Cargo Pants,Navy Blue,XL,159,1000,22.42
ART-1201-OLI-XS,ART-1201,Cargo Pants,Olive Green,XS,182,1000,22.58
ART-1201-OLI-S,ART-1201,Cargo Pants,Olive Green,S,153,1000,17.65
ART-1201-OLI-M,ART-1201,Cargo Pants,Olive Green,M,158,1000,17.99
ART-1201-OLI-L,ART-1201,Cargo Pants,Olive Green,L,164,1000,26.52
ART-1201-OLI-XL,ART-1201,Cargo Pants,Olive Green,XL,137,1000,27.65
ART-1202-MID-XS,ART-1202,Graphic Tee,Midnight Black,XS,145,1000,25.3
ART-1202-MID-S,ART-1202,Graphic Tee,Midnight Black,S,134,1000,41.52
ART-1202-MID-M,ART-1202,Graphic Tee,Midnight Black,M,115,1000,14.64
ART-1202-MID-L,ART-1202,Graphic Tee,Midnight Black,L,124,1000,23.17
ART-1202-MID-XL,ART-1202,Graphic Tee,Midnight Black,XL,103,1000,20.66
ART-1202-CLA-XS,ART-1202,Graphic Tee,Classic White,XS,179,1000,37.98
ART-1202-CLA-S,ART-1202,Graphic Tee,Classic White,S,128,1000,31.57
ART-1202-CLA-M,ART-1202,Graphic Tee,Classic White,M,120,1000,31.63
ART-1202-CLA-L,ART-1202,Graphic Tee,Classic White,L,159,1000,23.99
ART-1202-CLA-XL,ART-1202,Graphic Tee,Classic White,XL,154,1000,29.78
ART-1202-NAV-XS,ART-1202,Graphic Tee,Navy Blue,XS,151,1000,33.57
ART-1202-NAV-S,ART-1202,Graphic Tee,Navy Blue,S,127,1000,15.25
ART-1202-NAV-M,ART-1202,Graphic Tee,Navy Blue,M,190,1000,20.2
ART-1202-NAV-L,ART-1202,Graphic Tee,Navy Blue,L,110,1000,31.26
ART-1202-NAV-XL,ART-1202,Graphic Tee,Navy Blue,XL,157,1000,36.11
ART-1202-OLI-XS,ART-1202,Graphic Tee,Olive Green,XS,101,1000,13.37
ART-1202-OLI-S,ART-1202,Graphic Tee,Olive Green,S,102,1000,41.63
ART-1202-OLI-M,ART-1202,Graphic Tee,Olive Green,M,129,1000,13.62
ART-1202-OLI-L,ART-1202,Graphic Tee,Olive Green,L,144,1000,13.68
ART-1202-OLI-XL,ART-1202,Graphic Tee,Olive Green,XL,107,1000,19.35
ART-1203-MID-XS,ART-1203,Graphic Tee,Midnight Black,XS,144,1000,31.76
ART-1203-MID-S,ART-1203,Graphic Tee,Midnight Black,S,105,1000,28.27
ART-1203-MID-M,ART-1203,Graphic Tee,Midnight Black,M,182,1000,41.89
ART-1203-MID-L,ART-1203,Graphic Tee,Midnight Black,L,106,1000,28.8
ART-1203-MID-XL,ART-1203,Graphic Tee,Midnight Black,XL,192,1000,42.38
ART-1203-CLA-XS,ART-1203,Graphic Tee,Classic White,XS,119,1000,30.28
ART-1203-CLA-S,ART-1203,Graphic Tee,Classic White,S,191,1000,29.42
ART-1203-CLA-M,ART-1203,Graphic Tee,Classic White,M,104,1000,40.62
ART-1203-CLA-L,ART-1203,Graphic Tee,Classic White,L,149,1000,37.58
ART-1203-CLA-XL,ART-1203,Graphic Tee,Classic White,XL,187,1000,22.6
ART-1203-NAV-XS,ART-1203,Graphic Tee,Navy Blue,XS,200,1000,33.98
ART-1203-NAV-S,ART-1203,Graphic Tee,Navy Blue,S,181,1000,43.94
ART-1203-NAV-M,ART-1203,Graphic Tee,Navy Blue,M,178,1000,18.33
ART-1203-NAV-L,ART-1203,Graphic Tee,Navy Blue,L,199,1000,41.3
ART-1203-NAV-XL,ART-1203,Graphic Tee,Navy Blue,XL,101,1000,17.42
ART-1203-OLI-XS,ART-1203,Graphic Tee,Olive Green,XS,120,1000,23.12
ART-1203-OLI-S,ART-1203,Graphic Tee,Olive Green,S,177,1000,18.89
ART-1203-OLI-M,ART-1203,Graphic Tee,Olive Green,M,103,1000,34.79
ART-1203-OLI-L,ART-1203,Graphic Tee,Olive Green,L,105,1000,39.56
ART-1203-OLI-XL,ART-1203,Graphic Tee,Olive Green,XL,125,1000,22.16
ART-1204-MID-XS,ART-1204,Cargo Pants,Midnight Black,XS,146,1000,25.85
ART-1204-MID-S,ART-1204,Cargo Pants,Midnight Black,S,100,1000,28.17
ART-1204-MID-M,ART-1204,Cargo Pants,Midnight Black,M,127,1000,32.12
ART-1204-MID-L,ART-1204,Cargo Pants,Midnight Black,L,114,1000,39.61
ART-1204-MID-XL,ART-1204,Cargo Pants,Midnight Black,XL,185,1000,16.71
ART-1204-CLA-XS,ART-1204,Cargo Pants,Classic White,XS,133,1000,33.13
ART-1204-CLA-S,ART-1204,Cargo Pants,Classic White,S,131,1000,28.11
ART-1204-CLA-M,ART-1204,Cargo Pants,Classic White,M,165,1000,42.76
ART-1204-CLA-L,ART-1204,Cargo Pants,Classic White,L,189,1000,41.32
ART-1204-CLA-XL,ART-1204,Cargo Pants,Classic White,XL,175,1000,44.29
ART-1204-NAV-XS,ART-1204,Cargo Pants,Navy Blue,XS,197,1000,44.51
ART-1204-NAV-S,ART-1204,Cargo Pants,Navy Blue,S,108,1000,40.24
ART-1204-NAV-M,ART-1204,Cargo Pants,Navy Blue,M,197,1000,23.93
ART-1204-NAV-L,ART-1204,Cargo Pants,Navy Blue,L,142,1000,21.29
ART-1204-NAV-XL,ART-1204,Cargo Pants,Navy Blue,XL,145,1000,40.03
ART-1204-OLI-XS,ART-1204,Cargo Pants,Olive Green,XS,120,1000,13.52
ART-1204-OLI-S,ART-1204,Cargo Pants,Olive Green,S,143,1000,14.35
ART-1204-OLI-M,ART-1204,Cargo Pants,Olive Green,M,163,1000,17.21
ART-1204-OLI-L,ART-1204,Cargo Pants,Olive Green,L,180,1000,27.07
ART-1204-OLI-XL,ART-1204,Cargo Pants,Olive Green,XL,121,1000,23.23
ART-1205-MID-XS,ART-1205,Summer Dress,Midnight Black,XS,147,1000,20.11
ART-1205-MID-S,ART-1205,Summer Dress,Midnight Black,S,196,1000,17.71
ART-1205-MID-M,ART-1205,Summer Dress,Midnight Black,M,134,1000,33.37
ART-1205-MID-L,ART-1205,Summer Dress,Midnight Black,L,198,1000,22.48
ART-1205-MID-XL,ART-1205,Summer Dress,Midnight Black,XL,106,1000,33.16
ART-1205-CLA-XS,ART-1205,Summer Dress,Classic White,XS,172,1000,35.0
ART-1205-CLA-S,ART-1205,Summer Dress,Classic White,S,153,1000,39.73
ART-1205-CLA-M,ART-1205,Summer Dress,Classic White,M,159,1000,39.45
ART-1205-CLA-L,ART-1205,Summer Dress,Classic White,L,164,1000,43.49
ART-1205-CLA-XL,ART-1205,Summer Dress,Classic White,XL,103,1000,22.9
ART-1205-NAV-XS,ART-1205,Summer Dress,Navy Blue,XS,166,1000,22.6
ART-1205-NAV-S,ART-1205,Summer Dress,Navy Blue,S,195,1000,44.53
ART-1205-NAV-M,ART-1205,Summer Dress,Navy Blue,M,172,1000,35.88
ART-1205-NAV-L,ART-1205,Summer Dress,Navy Blue,L,161,1000,23.34
ART-1205-NAV-XL,ART-1205,Summer Dress,Navy Blue,XL,115,1000,42.07
ART-1205-OLI-XS,ART-1205,Summer Dress,Olive Green,XS,168,1000,41.62
ART-1205-OLI-S,ART-1205,Summer Dress,Olive Green,S,109,1000,22.98
ART-1205-OLI-M,ART-1205,Summer Dress,Olive Green,M,173,1000,24.73
ART-1205-OLI-L,ART-1205,Summer Dress,Olive Green,L,188,1000,31.11
ART-1205-OLI-XL,ART-1205,Summer Dress,Olive Green,XL,151,1000,21.91
ART-1206-MID-XS,ART-1206,Oversized Hoodie,Midnight Black,XS,122,1000,20.59
ART-1206-MID-S,ART-1206,Oversized Hoodie,Midnight Black,S,113,1000,26.68
ART-1206-MID-M,ART-1206,Oversized Hoodie,Midnight Black,M,130,1000,35.86
ART-1206-MID-L,ART-1206,Oversized Hoodie,Midnight Black,L,106,1000,19.65
ART-1206-MID-XL,ART-1206,Oversized Hoodie,Midnight Black,XL,124,1000,13.12
ART-1206-CLA-XS,ART-1206,Oversized Hoodie,Classic White,XS,103,1000,44.41
ART-1206-CLA-S,ART-1206,Oversized Hoodie,Classic White,S,199,1000,13.23
ART-1206-CLA-M,ART-1206,Oversized Hoodie,Classic White,M,129,1000,13.09
ART-1206-CLA-L,ART-1206,Oversized Hoodie,Classic White,L,184,1000,44.74
ART-1206-CLA-XL,ART-1206,Oversized Hoodie,Classic White,XL,166,1000,35.73
ART-1206-NAV-XS,ART-1206,Oversized Hoodie,Navy Blue,XS,104,1000,28.13
ART-1206-NAV-S,ART-1206,Oversized Hoodie,Navy Blue,S,189,1000,42.08
ART-1206-NAV-M,ART-1206,Oversized Hoodie,Navy Blue,M,180,1000,24.4
ART-1206-NAV-L,ART-1206,Oversized Hoodie,Navy Blue,L,118,1000,44.09
ART-1206-NAV-XL,ART-1206,Oversized Hoodie,Navy Blue,XL,116,1000,20.09
ART-1206-OLI-XS,ART-1206,Oversized Hoodie,Olive Green,XS,128,1000,15.08
ART-1206-OLI-S,ART-1206,Oversized Hoodie,Olive Green,S,140,1000,33.3
ART-1206-OLI-M,ART-1206,Oversized Hoodie,Olive Green,M,171,1000,12.85
ART-1206-OLI-L,ART-1206,Oversized Hoodie,Olive Green,L,121,1000,32.53
ART-1206-OLI-XL,ART-1206,Oversized Hoodie,Olive Green,XL,185,1000,33.57
ART-1207-MID-XS,ART-1207,Graphic Tee,Midnight Black,XS,139,1000,17.11
ART-1207-MID-S,ART-1207,Graphic Tee,Midnight Black,S,126,1000,12.78
ART-1207-MID-M,ART-1207,Graphic Tee,Midnight Black,M,109,1000,40.73
ART-1207-MID-L,ART-1207,Graphic Tee,Midnight Black,L,170,1000,13.6
ART-1207-MID-XL,ART-1207,Graphic Tee,Midnight Black,XL,198,1000,28.36
ART-1207-CLA-XS,ART-1207,Graphic Tee,Classic White,XS,128,1000,27.29
ART-1207-CLA-S,ART-1207,Graphic Tee,Classic White,S,154,1000,42.42
ART-1207-CLA-M,ART-1207,Graphic Tee,Classic White,M,161,1000,34.31
ART-1207-CLA-L,ART-1207,Graphic Tee,Classic White,L,183,1000,25.17
ART-1207-CLA-XL,ART-1207,Graphic Tee,Classic White,XL,109,1000,23.37
ART-1207-NAV-XS,ART-1207,Graphic Tee,Navy Blue,XS,200,1000,38.84
ART-1207-NAV-S,ART-1207,Graphic Tee,Navy Blue,S,197,1000,26.1
ART-1207-NAV-M,ART-1207,Graphic Tee,Navy Blue,M,195,1000,16.15
ART-1207-NAV-L,ART-1207,Graphic Tee,Navy Blue,L,144,1000,26.88
ART-1207-NAV-XL,ART-1207,Graphic Tee,Navy Blue,XL,187,1000,21.3
ART-1207-OLI-XS,ART-1207,Graphic Tee,Olive Green,XS,196,1000,43.8
ART-1207-OLI-S,ART-1207,Graphic Tee,Olive Green,S,136,1000,32.14
ART-1207-OLI-M,ART-1207,Graphic Tee,Olive Green,M,171,1000,44.28
ART-1207-OLI-L,ART-1207,Graphic Tee,Olive Green,L,114,1000,23.38
ART-1207-OLI-XL,ART-1207,Graphic Tee,Olive Green,XL,175,1000,21.22
ART-1208-MID-XS,ART-1208,Cargo Pants,Midnight Black,XS,100,1000,44.72
ART-1208-MID-S,ART-1208,Cargo Pants,Midnight Black,S,198,1000,16.37
ART-1208-MID-M,ART-1208,Cargo Pants,Midnight Black,M,173,1000,37.22
ART-1208-MID-L,ART-1208,Cargo Pants,Midnight Black,L,134,1000,41.78
ART-1208-MID-XL,ART-1208,Cargo Pants,Midnight Black,XL,183,1000,13.87
ART-1208-CLA-XS,ART-1208,Cargo Pants,Classic White,XS,128,1000,40.95
ART-1208-CLA-S,ART-1208,Cargo Pants,Classic White,S,164,1000,15.3
ART-1208-CLA-M,ART-1208,Cargo Pants,Classic White,M,158,1000,35.31
ART-1208-CLA-L,ART-1208,Cargo Pants,Classic White,L,119,1000,12.49
ART-1208-CLA-XL,ART-1208,Cargo Pants,Classic White,XL,130,1000,22.39
ART-1208-NAV-XS,ART-1208,Cargo Pants,Navy Blue,XS,124,1000,31.93
ART-1208-NAV-S,ART-1208,Cargo Pants,Navy Blue,S,163,1000,28.07
ART-1208-NAV-M,ART-1208,Cargo Pants,Navy Blue,M,136,1000,23.48
ART-1208-NAV-L,ART-1208,Cargo Pants,Navy Blue,L,169,1000,40.0
ART-1208-NAV-XL,ART-1208,Cargo Pants,Navy Blue,XL,180,1000,15.37
ART-1208-OLI-XS,ART-1208,Cargo Pants,Olive Green,XS,128,1000,42.54
ART-1208-OLI-S,ART-1208,Cargo Pants,Olive Green,S,180,1000,16.89
ART-1208-OLI-M,ART-1208,Cargo Pants,Olive Green,M,181,1000,38.28
ART-1208-OLI-L,ART-1208,Cargo Pants,Olive Green,L,150,1000,36.29
ART-1208-OLI-XL,ART-1208,Cargo Pants,Olive Green,XL,144,1000,17.76
ART-1209-MID-XS,ART-1209,Slim Fit Denim,Midnight Black,XS,144,1000,31.4
ART-1209-MID-S,ART-1209,Slim Fit Denim,Midnight Black,S,147,1000,43.02
ART-1209-MID-M,ART-1209,Slim Fit Denim,Midnight Black,M,161,1000,31.95
ART-1209-MID-L,ART-1209,Slim Fit Denim,Midnight Black,L,106,1000,20.3
ART-1209-MID-XL,ART-1209,Slim Fit Denim,Midnight Black,XL,114,1000,21.49
ART-1209-CLA-XS,ART-1209,Slim Fit Denim,Classic White,XS,106,1000,14.77
ART-1209-CLA-S,ART-1209,Slim Fit Denim,Classic White,S,175,1000,44.28
ART-1209-CLA-M,ART-1209,Slim Fit Denim,Classic White,M,190,1000,36.33
ART-1209-CLA-L,ART-1209,Slim Fit Denim,Classic White,L,192,1000,41.44
ART-1209-CLA-XL,ART-1209,Slim Fit Denim,Classic White,XL,170,1000,22.45
ART-1209-NAV-XS,ART-1209,Slim Fit Denim,Navy Blue,XS,170,1000,40.65
